region,lead_time_days,on_time_delivery_rate,defect_rate,order_fulfillment_rate,financial_stability_score,years_in_business,geopolitical_risk_index,natural_disaster_exposure,trade_restriction_flag,shipping_delay_days_avg,port_congestion_score,num_logistics_partners,past_disruptions_count,last_disruption_days_ago,compliance_score,audit_passed,disruption_occurred
0,29,0.7864271286715019,0.0291722263734658,0.9902702756586548,8.344984308706493,33,3.596498508037805,8.951988021688113,0,0.6611343892980676,4.428877552789143,11,0,108,8.911920468265318,0,0
4,25,0.9450504229137612,0.0894084035639357,0.9819098004006755,8.021566241316094,17,4.088061807838645,0.4614664139595636,0,0.1547795980449302,2.1328660338256333,16,3,478,2.723819624468023,0,0
2,32,0.8260571073583911,0.0242199220082273,0.7189976826493976,7.112663052040178,4,1.6892741579311832,2.5618027515938038,0,5.466031151904305,6.692224841378272,10,1,878,2.9426173488484038,1,0
2,30,0.8563923961042199,0.0679261798348302,0.9153809971148568,6.152721050898665,27,0.6159414418883435,4.046355532119583,0,2.51463252362162,2.1873144348730813,9,3,793,9.873684455465886,0,0
1,23,0.8389718553705462,0.1788135196298719,0.8689373516435843,4.51223644394687,43,0.4118265543582988,7.142067469077615,0,1.3960015205763527,5.101883566612875,16,1,350,7.663806426053556,1,0
1,45,0.8917570982697411,0.0310781926077169,0.8378606841231188,1.0003784203307022,2,8.157026619352461,6.8505760045471655,1,6.388596637414613,5.800691567375203,6,1,969,3.8298653137413607,1,1
3,14,0.893576984679719,0.0702772684098981,0.8425060377684983,1.063755309331936,42,8.578782160470334,3.058846182869135,0,0.0158184455993744,5.59872855249436,1,1,928,1.5968820148424472,0,0
4,22,0.9218100888949814,0.0069965474524732,0.8751648797295544,6.190506000041632,18,4.632589412671081,7.71775170165845,0,0.4929018573707873,4.351943631571191,18,1,388,8.233327722339954,0,0
4,39,0.811907428048928,0.0210108451682824,0.8730913104304953,9.715886315101878,14,7.639567144122614,7.873227629773272,0,6.36920938589968,3.218546965525734,4,4,413,7.896893745335698,1,0
1,36,0.8129957199078119,0.1018217687057072,0.7899572022054214,9.657036831121982,21,1.7639690600001712,7.015576922138419,1,0.3107051657055728,3.8962705108846887,2,5,690,3.2225659015665324,1,0
4,29,0.7905479457620437,0.0076928000979892,0.5129382908714238,3.544856067605921,32,3.3308845192295533,8.425893293972125,1,1.759304853269206,1.9201566829461592,19,1,175,5.955532474660247,1,0
4,45,0.6359432311401938,0.0598635751756811,0.9787499066230436,3.998589758678447,44,4.106858872855389,3.751945997145533,0,3.651406362744132,9.603786128729602,3,3,984,7.20195397391765,0,0
2,21,0.8682515114240638,0.1012434896664054,0.89030970678946,6.83996234986269,2,3.1779539576002733,8.795601967360845,0,4.817860540921219,1.944483896553301,14,1,414,4.614588767990517,1,0
1,37,0.9607616302645688,0.0792100687999599,0.8898190961501276,6.6063824028682125,29,6.150883333010162,1.912391060769588,0,4.679786356258571,0.6152209277139098,3,1,486,5.87311117228846,0,0
0,15,0.7923918179962784,0.1591018343812874,0.839801554322668,4.734265851451131,37,7.139810754909886,3.38282035712422,0,1.5446097818243545,2.293264899017895,6,0,403,2.339158643301224,1,0
1,28,0.7923199268288249,0.2726144380350686,0.8104259068024834,9.238646328717486,20,4.966621912626215,4.411440128201272,0,1.762897654306806,9.910355336851236,14,5,806,8.899401392385892,0,0
0,33,0.8483677809913793,0.0282690757887269,0.9574655625592884,3.275555030618188,19,5.880135145002287,0.034082738372414,1,0.0330468307801691,4.251440904008376,4,2,410,4.724532389292152,1,0
2,35,0.9567961955488326,0.0638779600693529,0.9103459659800384,3.7950542230367943,31,9.172613299609896,8.66762833571372,0,1.3975344528632307,2.667878893573058,1,2,702,6.593284489926576,1,0
3,24,0.6766009094623072,0.1389370931560223,0.90075122745842,4.976772905026992,15,1.9862814536900253,9.694572898221146,0,0.638198339703077,4.854892363512438,5,0,53,4.942774189428532,1,0
4,18,0.8286549420127625,0.049685809920129,0.9710016061608092,9.053415038679852,17,1.14296547274649,2.0707423328350383,0,7.7334877988696675,1.7876636010598312,8,3,775,3.677303563562306,0,0
2,48,0.8287356808259894,0.05453760025054,0.8995624951750059,4.729800769236405,6,6.907274546002168,2.866433889487008,0,1.8625660572104428,6.004560273854357,17,3,754,4.556193534573174,1,0
4,29,0.7111207076699491,0.0623263151135045,0.853266264645521,8.400907014699902,21,8.827635562412446,6.998113445858422,0,4.204206408485754,0.2239264663423401,19,2,415,8.192836057422847,0,0
3,19,0.8891938879969998,0.0685732039292135,0.9734109438135002,7.899098933444232,6,0.275829632861081,9.942677583200366,0,2.97806828144114,4.487958572858483,1,1,495,9.835782115185912,1,0
3,24,0.9206317507464696,0.4928445696826938,0.9279579019898648,8.076845845239564,26,4.117944178514424,3.614816979731197,0,0.8933714810459004,3.962560701528365,2,4,849,9.737892016975165,1,0
2,39,0.941065287049374,0.0592595080876019,0.9922244905684232,8.965080489077287,42,9.70356442151758,7.400013633530858,0,0.2335671971920215,3.963074092223992,18,0,168,9.828571544728304,1,0
3,42,0.834215759463224,0.0415479119114937,0.9802788935102555,9.105617100795229,34,9.41648873450595,2.070317289288943,1,2.48961281769012,9.814566520093823,13,1,141,6.730877362816868,1,1
0,23,0.9549354758659124,0.1740897663376291,0.910658401234364,6.9171394785561775,42,2.8894736340552107,1.7628972069959914,0,1.163626995862779,4.871034674893168,6,3,531,6.852647728064115,1,0
3,49,0.9534617087499832,0.0479789265187664,0.870146350978043,1.4113003199046463,38,3.791286205840265,1.030918694095828,0,0.3065815312157725,5.148500217550699,3,1,650,1.863914807035616,1,0
4,24,0.8882204020381803,0.0393806702730098,0.6553754922710956,9.786118073278844,37,1.5821893496632855,8.083283845738183,0,0.783721524008107,3.517559988478072,16,2,423,8.952468230146309,0,0
4,24,0.9382562697485062,0.070361703024212,0.9052871024943592,8.964022282982949,22,9.112564810542462,4.891983422779756,0,5.590588682750282,9.538790622460944,14,2,36,8.677028512381876,1,0
4,22,0.6367968499829717,0.1953146227593077,0.830376704901924,3.057404882503423,33,4.497337092812258,0.8323120152433827,0,0.6397093260815078,6.1712847258627646,3,1,588,9.488654057175436,1,0
4,21,0.8265682986682183,0.058829335254492,0.5685063538788948,6.927601072847281,17,0.123973512594564,3.2296791545615067,1,1.0706065087720371,1.4600865059455437,2,4,635,7.917723379558868,0,0
0,32,0.7790947666223794,0.0755260669467891,0.9742446481793612,3.760937211175564,27,7.0884975173942095,4.651971303026655,0,1.816533468713303,9.52882467060036,16,1,641,4.407061726402809,0,0
1,24,0.7385924619133204,0.1190634380793045,0.992511168891802,9.151309642233691,12,9.759793981953926,9.363648073390593,0,5.82504772491542,7.874716820994969,6,3,803,8.77168474755546,1,1
2,20,0.8360686941114045,0.1558935642314333,0.9536686025386348,2.255660355746137,2,0.590229491013402,6.713611279564947,0,8.143778832307367,6.73361846388298,18,2,474,7.642587592294324,1,0
4,25,0.7183882205170457,0.1956433277740877,0.8789295879865022,7.266974743034661,42,5.770271269239934,1.6260621828757182,0,2.276453127799307,7.29711208969722,1,3,225,2.2409243596654207,0,0
3,39,0.8948481041241906,0.1272805554121669,0.9274867089208922,9.443250762516822,5,6.656936008737372,1.3058598002445263,0,6.974039996519508,0.2816958729607244,10,3,578,8.108850062132767,1,0
4,10,0.8871329456190055,0.0290995802116781,0.9120079390404592,4.779885189244389,32,2.663858530029924,4.983359570365172,1,2.4207536039309323,3.035325781663904,5,1,962,2.1708971897092137,0,0
3,36,0.9113203421823004,0.0880705509865032,0.920571840526727,6.832184877678961,29,9.030361828395703,9.854267510112557,0,6.324664677451979,4.194170797682749,13,3,903,8.741901448468443,1,0
3,20,0.8813838301602599,0.0274579048602084,0.9819778584834148,2.157675994868562,6,7.481705833425128,9.272499075518873,0,0.652338994254507,0.1287950950483163,5,1,233,7.317743930843938,0,0
4,43,0.7288045277270784,0.0221276726497914,0.8825251530165955,6.662102182752472,19,6.392351119302846,9.55987042820438,0,3.584995798533438,4.6104131386475045,12,2,974,7.508816317782292,0,0
0,47,0.6566933604449056,0.0652012528706939,0.9280308728255746,7.478688800741,27,7.588540279888607,3.122133336609858,0,4.777017854775814,5.466526958283837,2,0,107,6.631169902892572,1,0
3,27,0.9685588144695432,0.127857832088693,0.7611206217222852,5.18563566178758,37,3.075769582065492,7.41022057174301,1,1.1701737358969222,9.460072968827289,11,2,922,2.6775933690146365,1,0
3,47,0.8559820524956331,0.0644774933937774,0.90749835454006,6.492438769780136,8,1.5729208261413152,3.585808440591609,0,1.2899995480374629,7.586062798453569,1,2,561,7.89614767158295,1,0
4,22,0.6078636771178313,0.0535417487687416,0.989491152761488,5.003133628302372,34,6.86227267719167,2.4183149129585413,0,0.967319060911822,2.852064145793653,4,0,611,1.727608767275635,1,0
3,17,0.7483127486369137,0.1072233304784937,0.9154967477351512,1.5858221421709977,23,6.44885360498042,3.5841064470400386,0,3.3450295410132425,3.447198800231948,19,0,519,6.287298055092208,1,0
3,13,0.802787815613119,0.073340781886234,0.9839238082718524,2.1950305187340087,11,0.8031722211677561,3.5359402480105606,0,6.374873842366292,6.734673792105478,7,1,390,3.722549939911479,1,0
4,14,0.893209156853963,0.1032502842817848,0.8919184661878623,9.730945469636412,46,3.373500902561684,0.4419901414011606,0,7.933325255085636,7.41834513415507,8,2,351,9.252545487849696,1,0
4,30,0.8228159057982121,0.0143449939296447,0.9685277992220064,7.89470740388472,34,7.160677474498371,9.474782038521038,1,7.654361142320162,9.605991783425342,12,2,225,3.6075807904853647,0,1
2,18,0.8920804395149784,0.0469804584705844,0.898497845108419,4.279950814727565,27,9.687574037362252,8.5598741488084,0,0.1829793032299691,9.170111359956694,13,1,570,9.636669847522253,0,0
0,55,0.819880103826182,0.1379303221561479,0.9902232329791464,6.439540281764175,36,7.092556122659049,7.867045848243225,0,3.3168353046220425,4.503356625449706,15,2,240,5.430709414097819,0,0
0,24,0.6661034300024296,0.0766184568152369,0.9976490463014688,6.70370401242492,27,3.092416485484484,6.669577370617538,0,0.5967675092830298,6.197118805718215,2,0,543,2.250040743975207,1,0
3,22,0.8749657602843216,0.0390603616560231,0.9157033013093064,8.681553794469579,21,7.87948787479346,7.280718027919368,0,2.743188417631194,6.125756010837943,5,1,352,6.359645957808636,1,0
0,24,0.7929736518082094,0.0228887080963338,0.9475232780441456,1.0277365031910854,14,8.315928585373273,8.055768491619208,0,1.0975090061394508,6.04512932516215,3,2,911,9.690134940030878,1,0
3,34,0.9575793584388343,0.117445998325382,0.9821010737849158,6.399618410050535,13,8.642847810604446,6.615310428568097,0,2.1227848958357183,2.9262447311126683,6,3,11,7.85344145114037,1,0
2,35,0.9186343960429602,0.0406255391483467,0.996241023217059,3.0108350220276376,14,3.502594331238643,4.867645572307197,0,2.49895746979241,3.389377528752763,4,3,963,2.6424010676191805,1,0
4,39,0.7404166699057924,0.0254975805771817,0.9832841765555724,1.9880825907531312,42,1.6863001925371224,0.4724556170616323,1,1.1953576686208984,0.9932661342065074,17,3,871,3.7751169350955376,1,0
4,32,0.7046207658920337,0.042623569813154,0.9922997753481206,6.449460304604321,17,2.6140702726242937,0.5444286895924999,0,3.1789135732100524,9.215341295062904,4,2,308,4.7722996891421205,1,0
4,43,0.7643976762762509,0.0576760977997153,0.8577804453755036,9.354258438916606,44,9.96477076837498,2.5701054402279557,0,0.7781225431401417,4.789409565635699,1,2,255,4.887421405479705,0,0
0,30,0.8962997116070182,0.0912776530933464,0.9870549096673304,9.656573538144846,14,9.670184744189074,0.193183092588951,0,4.724388241819092,2.1334876375045395,8,1,891,7.962280065145067,1,0
2,32,0.7520986631692733,0.0900913808125039,0.9434891442390104,7.624790534124664,21,3.6980660387835593,1.824203612461648,0,6.814368849277789,1.006989131980337,14,3,811,6.088684190842887,1,0
0,34,0.8090865759989642,0.0611233065408679,0.8773625792057657,5.7078650569600535,39,8.473279927421602,5.775795893813914,0,3.145257180908407,7.637910196316797,4,2,254,6.391986433542294,1,0
0,29,0.8595297425563706,0.0192227250605835,0.7980105925852164,6.7351642147894,1,8.877090595588337,3.666941654490904,1,5.557498455127462,9.856554035795453,1,1,746,6.810543131419415,1,1
2,30,0.9415438697076944,0.160099901491263,0.9448323919936842,9.484048052599208,9,5.053492233281275,0.7997649236517823,0,4.082185851571401,3.025631801811013,18,2,681,4.300264782718744,1,0
2,22,0.7812003539041364,0.1772390290699332,0.9496499974008558,9.478930256895485,2,9.779256261800688,6.20713686032776,1,6.201169204035885,1.1741992143998847,5,2,226,8.461814946407358,1,1
2,15,0.9581049481333832,0.0617294817651787,0.821447879615625,8.475244274552146,1,7.811908303787486,7.100658040363948,0,8.679097492350062,6.017101039705201,18,3,157,4.51444337790819,1,0
2,42,0.8853044156010323,0.1678813804744802,0.7595297499748082,9.574790434539723,5,7.766256206019148,3.5632859351647173,0,1.911408390481685,2.184313459315783,3,0,900,7.04056051436619,0,0
4,28,0.8808763703578224,0.0197027039230107,0.9993143881629152,5.364701958107355,9,4.738491189939957,4.988669379806502,0,6.2586257733158615,2.477691587906653,19,0,927,2.016325427909962,1,0
1,21,0.9602918063355094,0.0492860381115551,0.9419534237908193,4.379896294045554,22,2.7936287967976527,8.9892918548327,0,2.344831717659972,1.9924559878761985,19,2,129,5.3969267331415045,0,0
1,32,0.6829455666403271,0.0870410221968484,0.9531120048129093,1.4797617548374855,49,0.0783671239656158,8.625954014860813,1,1.170340325742528,0.5227698245961332,2,1,120,1.4499349226142502,1,0
2,43,0.9537201361129368,0.0959430428823249,0.9905578550314352,7.256799018685156,38,8.547707309428894,7.323273016455337,0,2.60218619355542,6.817308381568275,1,2,482,5.500809774269807,0,0
1,38,0.924392791132124,0.0245069633617564,0.9874603489383772,8.93100327419893,32,7.075694861423668,2.152757447879009,0,1.842155924180068,8.205129667474328,19,2,908,5.335847866860396,1,0
1,39,0.5733202135381781,0.2246067137862426,0.9602278915367792,5.457235511571985,8,5.130964300226548,0.2363445748036341,0,0.4725031945385084,5.430416363421071,18,3,41,8.935192846548812,1,0
2,20,0.7930634584587757,0.0487198852703431,0.9579638610981648,4.919368365988569,35,0.8583701733754479,5.9294922118942495,0,2.1973733060925893,7.921860642984991,19,3,71,9.303422831948234,1,0
1,21,0.9526881238183148,0.2317001201174922,0.9872346432955916,6.11876104064349,25,3.940933992617175,4.69824671782229,0,7.092225133346398,5.509248459516838,13,0,12,4.4546143759092445,1,0
0,24,0.6846845488160663,0.1243036197260394,0.882172303773456,3.971083026780266,22,1.927722569386141,0.9591309836793548,0,0.8274244359053611,4.12322383145733,9,1,758,7.660148230299768,1,0
3,34,0.7369497607301431,0.1848470484474683,0.5751179433513394,1.7342340038723885,36,7.627544165019416,9.129421219399497,0,5.002817175841526,6.02375148053088,12,1,264,8.452272906692905,1,0
3,35,0.7798009326257889,0.0681300187306139,0.9088116587084208,6.567967299525561,38,8.792482817062087,6.327186262345955,1,2.170555625074767,3.4571562882906304,16,1,648,8.329358099653264,1,1
2,30,0.6873429916516726,0.1603742283287359,0.9655298426994792,3.636595926908712,18,2.723114044904656,2.5107911006943184,0,0.7681309027286383,0.7332488072766152,4,2,518,8.981801466629754,0,0
4,43,0.6387422026120516,0.0180491516068848,0.6469143962947667,6.958116568715928,29,6.929148364688289,5.174531074512898,0,1.3437325348176183,4.657050382281295,5,3,360,9.660290628238554,0,0
2,31,0.7729782771711314,0.0078884274740541,0.9911310491237016,5.185407462699008,23,9.876091481168846,9.137136772854063,0,5.778297541205477,6.278262398604299,14,1,723,1.7055329399584245,1,0
4,39,0.7110883593916322,0.1572482001406516,0.9961129438247324,2.59838508643871,44,8.92183538629276,9.419720597147748,0,2.6059104636152446,0.3142751516927589,7,2,464,2.4826489331776243,1,0
3,11,0.6532612572422545,0.1289268901082542,0.8276691409427054,3.3491435918588923,5,4.260985548028687,0.7754901977529194,0,0.532899105402162,6.628812046975399,10,2,360,8.553528009017159,1,0
2,35,0.7239371357620532,0.153889417196168,0.9072857256132016,1.4084266408163646,39,3.174472276295619,8.64096030677278,1,2.0586393101236533,1.2739482429721949,18,2,325,3.7808010870860542,1,0
0,51,0.6559339914549137,0.0478713475010875,0.9885048655949624,1.0966656261520829,9,9.698846908375709,7.727091089701608,0,4.051186572074942,8.608550769699178,8,0,177,4.057837473323996,0,0
1,32,0.8984252361966706,0.0579572602106879,0.9843225536116974,8.995706109070218,33,6.846713155875394,8.634282415092008,0,0.5114667585680182,0.1861566285386151,13,2,51,4.16859118247273,1,0
4,29,0.947324234897448,0.1442723492037942,0.94854613726427,5.934647328367997,46,2.6998532753825897,0.6500721660023523,0,0.7258500670441513,2.380100416194544,4,3,62,4.030526577210846,0,0
1,32,0.8517169989383073,0.1633379504482494,0.87434895291002,4.943256320423284,23,1.4130538300390505,0.7637340291202677,0,2.39228783242523,8.646602516703046,6,1,599,2.2976651644351147,0,0
1,31,0.8229446162397139,0.1052161319352144,0.9323861216721804,6.440711003310329,46,4.621371192023024,0.6949047061882074,0,7.466714251665397,4.717794141227868,9,2,705,8.79582948422961,1,0
2,19,0.7881376236513837,0.036518286399723,0.9001361385533099,4.64876345020924,9,8.11608848893681,7.114030223667507,0,11.28873803462485,6.882743156388279,3,3,478,2.8346357254715477,1,0
1,33,0.8902860681746086,0.0331620193634043,0.9594176211402312,4.204608690200508,9,2.50162532225244,1.7635862469661856,0,0.1100292857046855,7.89245997595562,9,3,215,2.96216435650553,1,0
0,25,0.4919388916458234,0.1159550739578236,0.9438020272369154,9.35140044355598,26,9.519288957314314,0.4752765854372376,0,5.082450617685253,3.5894243500540624,17,4,952,1.7952106493599236,1,1
1,28,0.8481341631301462,0.0454896559516001,0.931337694706667,9.007978031243995,21,6.759125511882932,1.6751304613059204,0,3.6622490359322937,4.1024700487490495,6,0,928,8.864680274787135,1,0
2,23,0.9348120771273556,0.0169892011458673,0.8069772401833561,1.5941087006551995,27,0.9229455886016258,5.426146053750623,0,2.9694987731583145,1.8682793747477056,9,2,949,1.6297061518379443,1,0
0,37,0.9133927499919338,0.0614831149781001,0.99704274495246,1.9099817168336932,5,9.06729701364288,6.58046574204,0,1.8395398401097884,8.196948649773486,2,1,487,7.144801622412105,1,0
3,16,0.8554489208329752,0.0809863751189163,0.860870554061099,2.3901135213012648,21,5.73124582601862,5.410020513904667,0,4.033515873563862,4.054458539443177,13,2,818,5.755378326283479,1,0
1,26,0.8756487174320179,0.1688670543899553,0.9880527930202908,5.620916929504287,11,4.391738877160535,7.461572023687456,1,6.831414566655448,4.645535587286382,9,3,587,2.1581885264537126,1,0
2,41,0.7509500075621984,0.042664874835811,0.9763493358046934,6.286145334352098,22,4.428740384093421,5.160133304860021,0,2.844738059164895,2.336509942071403,1,4,144,1.7739177607964676,1,0
3,40,0.9184077863782772,0.0601633556530919,0.971683807082858,8.282122740156854,35,8.700307992723353,0.3746584151802523,0,1.0568883497114443,6.514893248356209,7,1,704,3.247693757815901,1,0
3,28,0.8223027593781107,0.0746709535948925,0.8768496880460884,3.1748179206743217,43,3.633477248849191,8.977121418654573,0,4.212323035069415,1.518266080615912,2,3,766,7.094388861560219,1,0
4,11,0.7164775860572992,0.0328715977573874,0.8359808351077251,7.55771949070292,42,0.457378374540075,9.340154668500674,1,0.7461369501440199,0.7674362772102561,5,3,837,1.6834943810643277,0,0
0,44,0.720767502010866,0.1654012011006133,0.7222178053707977,8.988741662445271,34,4.976297639066468,7.41753179132872,0,1.0190535184713585,8.150875412321982,18,1,609,9.112003784480036,1,0
1,27,0.7838842052741251,0.0388378477289736,0.8359785236158875,6.22751559327031,47,1.328046362647326,3.2610215672417557,0,6.774233574642407,0.8923569884219218,10,1,778,4.4926663775763815,1,0
2,25,0.6480671996199862,0.0465291682752883,0.5834544051330512,6.458370150493619,26,2.3342079908965694,9.197194702585596,0,0.1760875212923051,4.382496441283776,1,3,503,8.125721843660774,1,0
4,31,0.6285574953802403,0.0823927881567912,0.9852503234426532,6.294154670680606,35,6.883706153927913,4.371854667584801,0,4.990560713716067,9.862071120404195,3,5,170,8.182104722133769,1,1
0,32,0.938121232799326,0.1763508463817816,0.786257465317663,6.826423284419671,6,4.226004898414661,4.138150143799539,0,0.2780315121421014,5.186252668567933,12,1,657,7.215020624680409,0,0
4,27,0.9159804563213876,0.2292265213161429,0.9713942551791692,8.638095765029792,35,2.062904260775751,6.782141865420454,0,3.150706123064019,1.8627609800003695,16,2,935,9.09421093580138,1,0
0,30,0.6165877459639646,0.0092666218507121,0.8900992709483394,8.92950229665265,11,0.0985825365869252,9.07621505767422,1,4.626823211580145,8.314134230302768,4,1,193,2.524753457399021,1,0
0,33,0.7044461892286861,0.2017848405847787,0.9599194233847548,8.190992621851667,3,4.94489329934018,1.5606225473002966,0,0.9148572656044628,2.742736831457403,11,0,647,3.8550499979514328,1,0
1,17,0.8154119679614432,0.0568509145237201,0.718020384515819,9.635521718038632,21,7.471390922405944,9.66602071851266,0,0.7656053804567308,2.825851074062361,5,2,257,6.0296140341399616,1,0
0,23,0.8042903017103037,0.0801989139973291,0.8806624038948656,3.6054592901139815,6,6.214666723163194,6.151973455558048,1,2.0030950985039637,2.1067055133119785,11,3,81,4.314270003449224,1,1
4,37,0.8925757661194057,0.0732180748192538,0.7962181231235888,4.617273733687915,37,1.48799201743396,0.2597826179501494,0,0.2826467867853758,0.7053878954734072,14,1,453,1.2575517526929345,0,0
0,43,0.9773124589531932,0.0504338616732538,0.9678247568608078,5.478823314798028,1,4.189603632808686,4.787326247160467,0,11.766262508544385,5.909084322933182,8,0,654,6.04104094491754,0,0
1,39,0.8753763947867385,0.0820174974946027,0.8457721159213938,3.321593386964463,18,6.207993865778626,5.235354460541803,0,3.3238991444672283,5.651678915122468,3,1,649,1.29552747568563,0,0
1,23,0.615927008729017,0.0317897032190421,0.9136131952524932,1.6957389656554906,26,4.983285660458645,7.933230908937892,0,4.964242544201543,7.0971189124175895,9,1,55,9.353577158989694,1,0
4,38,0.6723624213981919,0.0437894342704472,0.8940777819454061,1.6210369173624646,44,4.893828658068565,4.6037778697064216,0,4.3486821271938805,8.278239533149318,18,3,313,5.009810012415574,0,0
3,22,0.9677701694231364,0.0078658259069276,0.8747119315638693,1.0998623147482889,29,1.6405450819775125,9.257922740992,0,2.456917763174689,2.569791061855018,1,3,417,2.967611161894634,1,0
3,25,0.7775974388946242,0.1613437377640726,0.796246428185311,4.406272589230738,34,5.177665121038379,6.543781533143718,0,1.7094383114786684,8.097588470381838,18,3,484,9.72805490744805,1,0
0,19,0.7752620571869487,0.0059517356795996,0.9310414380639562,4.939891776095342,44,5.02099555108215,4.441253546176091,0,3.5174949418089536,3.0590339443413983,6,4,421,4.376607516923155,1,0
2,27,0.7034449289101343,0.1293933791978213,0.9851634920936544,1.9050821893537813,16,9.62817897015902,3.260220883830993,0,1.013373947801461,4.598815637962367,17,2,946,8.999257480697763,1,1
0,24,0.7984675490153633,0.0818129808098444,0.5623730083557603,6.776278674622914,25,8.460247162088399,1.305511826635355,0,2.0756756424617446,3.831071719377628,4,0,928,5.763681971634129,1,0
4,41,0.8595394026200416,0.0720926839551104,0.8785953575775675,7.156895988444004,19,6.289757738048229,0.7946507748490594,0,0.4064121744157101,7.77929206380065,17,4,869,3.8363571607244022,1,0
4,17,0.9453289752110208,0.0217346022228946,0.9498099539776091,7.590576041322728,1,3.811972749162739,6.869669266653242,0,4.345382089434078,2.810298564603137,13,1,801,3.4465739303396745,0,0
4,36,0.9314977834059036,0.0835778666048478,0.8846914728553109,9.688865685095523,49,3.14960055206703,4.315490668788259,0,1.322770282312656,5.577684978813283,7,3,119,7.933762634820541,1,0
